CODE_CONTRAT,DATE_RECHARGE,TYPE_REFILL,NBR_RECHARGE,MONTANT_RECHARGE,MONTANT_BONUS_RECHARGE
BS_36433778,01/01/2017,0,1,1,10
BS_29100393,01/01/2017,0,2,6,54
BS_20991697,01/01/2017,0,1,5,50
BS_23307298,01/01/2017,0,1,5,75
BS_36715995,01/01/2017,0,1,1,10
BS_17990293,01/01/2017,0,1,1,7
BS_22780419,01/01/2017,0,1,1,7
BS_3986134,01/01/2017,1,2,6,0
BS_23294185,01/01/2017,0,1,1,7
BS_3601998,01/01/2017,0,1,1,0
BS_26274774,01/01/2017,0,1,1,7
BS_26027912,01/01/2017,0,1,1,7
BS_7948318,01/01/2017,0,1,1,4
BS_25585640,01/01/2017,0,1,1,7
BS_27956344,01/01/2017,0,1,1,4
BS_9264842,01/01/2017,0,1,1,7
BS_36233572,01/01/2017,0,1,1,10
BS_20349954,01/01/2017,0,2,2,8
BS_3949179,01/01/2017,0,1,1,7
BS_26265980,01/01/2017,0,1,1,7
BS_3545109,01/01/2017,0,1,1,7
BS_30829703,01/01/2017,1,1,2,7.016
BS_26288733,01/01/2017,0,1,1,4
BS_20988138,01/01/2017,0,1,1,4
BS_3755353,01/01/2017,0,1,1,0
BS_27187659,01/01/2017,0,1,1,4
BS_23257759,01/01/2017,0,1,5,75
BS_42066764,01/01/2017,0,1,1,10
BS_30820263,01/01/2017,0,1,1,4
BS_39203647,01/01/2017,0,1,1,10
BS_3927066,01/01/2017,0,1,1,4
BS_31518151,01/01/2017,0,1,1,10
BS_20352351,01/01/2017,0,1,1,4
BS_35483333,01/01/2017,0,1,1,10
BS_4208189,01/01/2017,0,1,1,7
BS_13754716,01/01/2017,0,1,1,7
BS_3465732,01/01/2017,0,1,1,4
BS_3682555,01/01/2017,0,1,1,0
BS_27188483,01/01/2017,0,1,5,50
BS_23130824,01/01/2017,0,1,1,7
BS_3795548,01/01/2017,0,1,5,75
BS_40136256,01/01/2017,1,1,1,8.77
BS_3784120,01/01/2017,0,1,1,7
BS_42090986,01/01/2017,0,1,1,4
BS_34653332,01/01/2017,0,1,1,0
BS_20347931,01/01/2017,0,1,1,7
BS_32501649,01/01/2017,0,1,5,50
BS_42135028,01/01/2017,0,1,1,10
BS_42162046,01/01/2017,0,1,1,10
BS_3793834,01/01/2017,0,1,1,0
BS_36720462,01/01/2017,1,1,5,43.85
BS_41763551,01/01/2017,1,1,1,8.77
BS_30690152,01/01/2017,1,1,1,0
BS_39808882,01/01/2017,0,1,1,10
BS_20350679,01/01/2017,0,1,1,7
BS_36739760,01/01/2017,0,1,1,10
BS_35900660,01/01/2017,0,1,1,10
BS_34364464,01/01/2017,0,1,1,0
BS_31020020,01/01/2017,0,1,1,4
BS_42044980,01/01/2017,0,1,5,0
BS_7925158,01/01/2017,0,1,1,7
BS_40158945,01/01/2017,0,1,1,0
BS_23269492,01/01/2017,0,1,5,50
BS_23187291,01/01/2017,0,1,1,7
BS_20989394,01/01/2017,0,2,2,8
BS_36741692,01/01/2017,0,1,1,10
BS_34496256,01/01/2017,0,2,2,20
BS_9279293,01/01/2017,0,1,1,7
BS_3789130,01/01/2017,0,1,1,4
BS_26656529,01/01/2017,0,2,2,20
BS_4137048,01/01/2017,0,1,1,4
BS_21005330,01/01/2017,0,1,5,50
BS_34184180,01/01/2017,0,1,1,0
BS_39280284,01/01/2017,0,1,1,10
BS_39866546,01/01/2017,0,1,1,10
BS_23291215,01/01/2017,0,1,1,4
BS_41746054,01/01/2017,0,1,1,10
BS_16931950,01/01/2017,0,1,1,7
BS_19507411,01/01/2017,0,1,5,0
BS_23259623,01/01/2017,0,1,5,75
BS_36727258,01/01/2017,0,1,1,10
BS_14532181,01/01/2017,1,1,2,12.278
BS_3725056,01/01/2017,1,1,1,3.508
BS_26272981,01/01/2017,0,1,1,4
BS_3644439,01/01/2017,0,1,1,7
BS_27205994,01/01/2017,0,1,1,4
BS_27209326,01/01/2017,0,1,5,50
BS_28006568,01/01/2017,0,1,1,4
BS_33014764,01/01/2017,0,1,1,10
BS_23211579,01/01/2017,0,1,1,7
BS_42058217,01/01/2017,0,1,1,10
BS_22018437,01/01/2017,0,1,5,50
BS_35524762,01/01/2017,0,1,5,50
BS_4083689,01/01/2017,0,1,1,0
BS_3782225,01/01/2017,1,1,2,17.54
BS_3450890,01/01/2017,1,1,1,0
BS_23291723,01/01/2017,0,1,1,7
BS_27958491,01/01/2017,0,1,5,50
BS_34017720,01/01/2017,0,1,5,50
BS_39242723,01/01/2017,0,2,2,20
BS_39876960,01/01/2017,0,3,3,30
BS_41737118,01/01/2017,0,1,1,10
BS_14684278,01/01/2017,0,1,1,0
BS_23252584,01/01/2017,0,1,1,7
BS_23218126,01/01/2017,0,1,1,4
BS_42124235,01/01/2017,1,1,5,43.85
BS_23197316,01/01/2017,1,1,1,3.508
BS_3752289,01/01/2017,0,1,1,4
BS_35348030,01/01/2017,0,1,5,0
BS_18041499,01/01/2017,0,1,1,0
BS_41763119,01/01/2017,0,1,1,10
BS_42138217,01/01/2017,0,1,1,10
BS_14543500,01/01/2017,1,1,5,256
BS_41825921,01/01/2017,1,1,1,8.77
BS_25557336,01/01/2017,0,1,1,10
BS_39207438,01/01/2017,0,1,1,10
BS_3841457,01/01/2017,0,1,1,4
BS_36720675,01/01/2017,0,1,1,10
BS_42061772,01/01/2017,0,1,1,10
BS_28961741,01/01/2017,0,1,1,10
BS_20996289,01/01/2017,0,1,1,14
BS_31070127,01/01/2017,0,1,1,10
BS_7772671,01/01/2017,0,1,1,0
BS_3819306,01/01/2017,0,1,1,7
BS_4058827,01/01/2017,0,1,1,7
BS_3561266,01/01/2017,0,1,1,4
BS_29712169,01/01/2017,0,1,1,10
BS_25080953,01/01/2017,0,1,5,50
BS_9230786,01/01/2017,0,1,5,66.2
BS_17978739,01/01/2017,0,1,1,7
BS_41768279,01/01/2017,0,1,1,4
BS_40730909,01/01/2017,0,1,1,10
BS_31319744,01/01/2017,0,1,1,10
BS_27551866,01/01/2017,0,1,5,50
BS_39818764,01/01/2017,0,1,1,10
BS_18034917,01/01/2017,0,3,7,58
BS_14536446,01/01/2017,0,1,1,7
BS_41748958,01/01/2017,0,1,1,10
BS_3921428,01/01/2017,0,1,1,7
BS_25703234,01/01/2017,0,1,1,4
BS_2531666,01/01/2017,0,1,1,4
BS_42094562,01/01/2017,0,1,1,10
BS_25561323,01/01/2017,0,1,5,75
BS_3827087,01/01/2017,0,1,1,4
BS_8359259,01/01/2017,0,1,5,75
BS_41686301,01/01/2017,0,1,1,10
BS_30807400,01/01/2017,0,1,1,4
BS_42137260,01/01/2017,0,1,1,10
BS_26430381,01/01/2017,0,1,1,7
BS_20361266,01/01/2017,0,1,5,75
BS_34549938,01/01/2017,0,1,1,10
BS_3408842,01/01/2017,0,1,5,0
BS_23292804,01/01/2017,0,1,1,7
BS_16736943,01/01/2017,0,2,2,8
BS_23205551,01/01/2017,0,1,1,4
BS_30146695,01/01/2017,0,1,1,10
BS_17242787,01/01/2017,0,1,1,4
BS_3423783,01/01/2017,0,2,2,0
BS_7794393,01/01/2017,0,1,5,66.2
BS_39239873,01/01/2017,0,1,1,10
BS_3785240,01/01/2017,0,2,2,0
BS_20991711,01/01/2017,0,2,2,8
BS_3670127,01/01/2017,0,1,5,207.995
BS_20358751,01/01/2017,0,1,5,66.2
BS_27208479,01/01/2017,0,1,1,4
BS_25082646,01/01/2017,0,1,1,10
BS_20990897,01/01/2017,0,1,5,150
BS_8359258,01/01/2017,0,1,5,45
BS_12411092,01/01/2017,0,1,1,7
BS_36215050,01/01/2017,0,1,5,0
BS_22020002,01/01/2017,0,1,1,4
BS_22782051,01/01/2017,0,1,5,50
BS_19769418,01/01/2017,0,1,5,45
BS_15708826,01/01/2017,0,1,5,50
BS_23307573,01/01/2017,0,1,5,75
BS_26012148,01/01/2017,0,1,1,10
BS_35450854,01/01/2017,0,1,1,10
BS_25593592,01/01/2017,0,2,2,8
BS_3656689,01/01/2017,0,1,1,4
BS_3632155,01/01/2017,0,1,5,45
BS_3785907,01/01/2017,0,1,1,7
BS_16930003,01/01/2017,0,1,5,66.2
BS_19509045,01/01/2017,0,1,1,3
BS_33567740,01/01/2017,0,1,1,10
BS_4014069,01/01/2017,1,1,5,64.97
BS_22764299,01/01/2017,0,1,1,7
BS_41046575,01/01/2017,0,1,1,10
BS_23294245,01/01/2017,0,1,1,7
BS_42063975,01/01/2017,0,1,1,10
BS_42085752,01/01/2017,0,1,5,50
BS_39175019,01/01/2017,0,1,1,10
BS_19529894,01/01/2017,0,1,1,3
BS_23294104,01/01/2017,0,1,1,7
BS_42107186,01/01/2017,0,1,1,10
BS_5003704,01/01/2017,0,1,5,45
BS_27547427,01/01/2017,0,1,1,4
BS_40134447,01/01/2017,1,1,1,8.77
BS_23269008,01/01/2017,0,1,1,7
BS_20362622,01/01/2017,0,1,5,45
BS_42073137,01/01/2017,0,1,1,10
BS_22763161,01/01/2017,0,1,1,7
BS_26429547,01/01/2017,0,1,5,75
BS_22782758,01/01/2017,0,2,6,54
BS_39798818,01/01/2017,0,1,1,10
BS_33565349,01/01/2017,0,1,1,10
BS_42035891,01/01/2017,0,1,5,50
BS_23229480,01/01/2017,1,1,2,7.016
BS_39156450,01/01/2017,1,1,1,0
BS_22761326,01/01/2017,0,1,5,50
BS_3543155,01/01/2017,0,1,5,45
BS_3642784,01/01/2017,0,1,5,50
BS_3450837,01/01/2017,0,1,5,59.8
BS_20981408,01/01/2017,0,1,5,50
BS_7924647,01/01/2017,0,1,5,45
BS_32532054,01/01/2017,0,1,1,10
BS_3544007,01/01/2017,0,1,1,4
BS_42136521,01/01/2017,0,1,1,10
BS_36531902,01/01/2017,0,1,5,50
BS_42142871,01/01/2017,0,1,1,0
BS_42319585,01/01/2017,0,1,1,10
BS_15720319,01/01/2017,0,1,5,66.2
BS_41689210,01/01/2017,0,1,1,10
BS_41082791,01/01/2017,0,2,2,20
BS_34493253,01/01/2017,0,1,1,10
BS_22019576,01/01/2017,0,1,1,0
BS_20981313,01/01/2017,0,1,1,4
BS_42309914,01/01/2017,0,3,3,30
BS_20989848,01/01/2017,0,1,1,4
BS_17981468,01/01/2017,0,1,1,7
BS_22765108,01/01/2017,0,1,5,50
BS_33343675,01/01/2017,0,1,1,4
BS_4072052,01/01/2017,1,1,1,0
BS_3475449,01/01/2017,0,1,1,7
BS_31076989,01/01/2017,0,1,1,4
BS_33952588,01/01/2017,0,2,2,20
BS_7824715,01/01/2017,0,1,5,45
BS_4151334,01/01/2017,0,1,1,4
BS_5087403,01/01/2017,0,1,1,0
BS_41763801,01/01/2017,0,1,1,10
BS_41729050,01/01/2017,0,1,1,10
BS_41042688,01/01/2017,0,2,2,20
BS_39867549,01/01/2017,0,1,5,50
BS_20355284,01/01/2017,0,1,5,50
BS_23191061,01/01/2017,0,1,5,50
BS_25120797,01/01/2017,0,1,1,4
BS_36201917,01/01/2017,0,1,1,10
BS_13299341,01/01/2017,0,1,1,7
BS_3523154,01/01/2017,0,1,1,7
BS_4194931,01/01/2017,0,1,5,66.2
BS_42046661,01/01/2017,0,1,5,50
BS_3554617,01/01/2017,0,2,2,14
BS_42073187,01/01/2017,0,1,1,10
BS_5168472,01/01/2017,0,1,1,4
BS_23293645,01/01/2017,0,1,5,50
BS_20989194,01/01/2017,0,1,5,150
BS_25116261,01/01/2017,0,1,5,50
BS_32472875,01/01/2017,0,1,1,10
BS_41060900,01/01/2017,0,1,1,10
BS_41038132,01/01/2017,1,2,2,17.54
BS_36172780,01/01/2017,0,1,1,10
BS_3519629,01/01/2017,0,1,1,7
BS_3713876,01/01/2017,0,1,1,7
BS_20349527,01/01/2017,0,1,5,50
BS_26028114,01/01/2017,0,1,5,75
BS_16901302,01/01/2017,0,1,1,4
BS_10331015,01/01/2017,0,2,2,8
BS_4085027,01/01/2017,0,1,5,45
BS_3838569,01/01/2017,1,1,2,7.016
BS_33967457,01/01/2017,0,1,1,10
BS_32449396,01/01/2017,0,1,1,10
BS_41763393,01/01/2017,0,1,1,10
BS_39823405,01/01/2017,0,1,1,10
BS_3905096,01/01/2017,0,1,5,0
BS_16937359,01/01/2017,0,1,1,4
BS_20984453,01/01/2017,0,1,1,14
BS_4033855,01/01/2017,1,1,1,6.139
BS_36014714,01/01/2017,0,2,2,20
BS_3730871,01/01/2017,0,1,1,0
BS_19922429,01/01/2017,0,1,5,15
BS_42286870,01/01/2017,0,1,5,50
BS_3707992,01/01/2017,0,1,1,7
BS_26276875,01/01/2017,0,1,1,4
BS_42132714,02/01/2017,1,1,1,8.77
BS_30827337,02/01/2017,0,1,1,4
BS_16899587,02/01/2017,0,1,5,75
BS_9281495,02/01/2017,0,1,1,7
BS_42032732,02/01/2017,0,1,1,10
BS_3538566,02/01/2017,0,1,1,0
BS_3690660,02/01/2017,1,1,1,3.508
BS_31218829,02/01/2017,0,2,2,8
BS_27956444,02/01/2017,0,1,1,4
BS_40013051,02/01/2017,0,1,1,10
BS_25079613,02/01/2017,0,1,1,10
BS_25118107,02/01/2017,0,1,1,10
BS_41067253,02/01/2017,0,1,1,0
BS_26277634,02/01/2017,0,1,5,50
BS_32200234,02/01/2017,0,2,6,60
BS_3713738,02/01/2017,0,1,1,7
BS_26432135,02/01/2017,0,1,1,7
BS_41709385,02/01/2017,0,2,2,20
BS_34658871,02/01/2017,0,1,1,10
BS_41706172,02/01/2017,0,1,1,10
BS_35942303,02/01/2017,0,1,1,0
BS_14875817,02/01/2017,0,1,1,7
BS_25076465,02/01/2017,0,1,1,10
BS_41039768,02/01/2017,0,1,1,10
BS_31023043,02/01/2017,0,1,1,10
BS_26269119,02/01/2017,0,1,1,7
BS_4110043,02/01/2017,0,1,1,4
BS_7485046,02/01/2017,0,1,1,7
BS_4096670,02/01/2017,0,1,1,7
BS_19535429,02/01/2017,0,1,1,3
BS_4167446,02/01/2017,0,2,2,0
BS_3899789,02/01/2017,0,1,1,7
BS_8356797,02/01/2017,0,1,5,45
BS_42158614,02/01/2017,1,1,1,8.77
BS_16946424,02/01/2017,0,1,5,75
BS_22776018,02/01/2017,0,1,5,75
BS_42319585,02/01/2017,0,1,1,10
BS_26267937,02/01/2017,0,1,1,7
BS_3559043,02/01/2017,0,1,5,256
BS_42147662,02/01/2017,1,1,5,0
BS_3966876,02/01/2017,1,1,1,6.139
BS_26283850,02/01/2017,0,2,6,54
BS_25699984,02/01/2017,0,1,1,7
BS_955059,02/01/2017,0,1,5,53.7
BS_36173781,02/01/2017,0,1,1,10
BS_42303793,02/01/2017,0,1,1,10
BS_39873281,02/01/2017,0,1,1,0
BS_35981997,02/01/2017,0,1,1,10
BS_7552022,02/01/2017,0,1,1,7
BS_4235149,02/01/2017,0,1,1,0
BS_4016468,02/01/2017,0,1,1,7
BS_26265669,02/01/2017,0,1,5,50
BS_42173426,02/01/2017,0,1,1,0
BS_17238082,02/01/2017,0,1,1,0
BS_23306736,02/01/2017,0,1,1,0
BS_22783657,02/01/2017,1,1,1,6.139
BS_41068174,02/01/2017,0,1,1,10
BS_3493906,02/01/2017,0,1,1,0
BS_29657241,02/01/2017,0,1,1,4
BS_27995719,02/01/2017,0,1,1,4
BS_22012447,02/01/2017,0,1,5,50
BS_34575696,02/01/2017,0,1,1,0
BS_33490132,02/01/2017,0,1,1,10
BS_5376645,02/01/2017,0,1,1,4
BS_41743315,02/01/2017,0,1,1,0
BS_29636951,02/01/2017,0,1,5,50
BS_5358663,02/01/2017,0,1,5,45
BS_14876796,02/01/2017,1,1,1,3.508
BS_34756204,02/01/2017,0,1,1,10
BS_29067700,02/01/2017,0,1,1,4
BS_41751125,02/01/2017,0,3,3,0
BS_41041970,02/01/2017,0,3,3,0
BS_27990682,02/01/2017,0,1,1,4
BS_40135014,02/01/2017,0,1,1,10
BS_23274044,02/01/2017,0,2,2,14
BS_42138002,02/01/2017,0,1,1,10
BS_8348254,02/01/2017,0,1,1,7
BS_26021502,02/01/2017,0,1,1,4
BS_42294804,02/01/2017,0,1,1,10
BS_15836206,02/01/2017,0,1,1,0
BS_3882670,02/01/2017,0,1,1,7
BS_21001416,02/01/2017,0,1,1,4
BS_42145701,02/01/2017,1,1,1,0
BS_35038205,02/01/2017,0,1,1,10
BS_39168743,02/01/2017,0,1,1,10
BS_3735833,02/01/2017,1,1,1,6.139
BS_16917996,02/01/2017,0,2,2,0
BS_3883844,02/01/2017,0,1,1,7
BS_30826763,02/01/2017,0,1,1,10
BS_25707536,02/01/2017,0,1,1,10
BS_7802186,02/01/2017,0,1,1,7
BS_36210213,02/01/2017,0,1,1,10
BS_3919118,02/01/2017,0,1,1,0
BS_23261435,02/01/2017,0,1,5,75
BS_25075402,02/01/2017,0,1,1,10
BS_22776909,02/01/2017,0,1,1,4
BS_36738899,02/01/2017,0,1,1,10
BS_3804558,02/01/2017,0,1,1,4
BS_19502377,02/01/2017,0,1,1,3
BS_26025999,02/01/2017,0,1,5,0
BS_20360819,02/01/2017,0,2,6,54
BS_3549001,02/01/2017,0,1,1,7
BS_3954263,02/01/2017,0,1,5,75
BS_23216056,02/01/2017,0,1,5,50
BS_4083023,02/01/2017,0,1,1,7
BS_25699924,02/01/2017,0,2,6,110
BS_42033354,02/01/2017,0,1,1,10
BS_3819656,02/01/2017,0,1,1,4
BS_42113813,02/01/2017,1,1,1,0
BS_23234025,02/01/2017,0,1,1,0
BS_4176913,02/01/2017,0,1,1,7
BS_3840357,02/01/2017,0,1,1,7
BS_25223445,02/01/2017,0,2,2,20
BS_4073589,02/01/2017,1,1,2,0
BS_34939706,02/01/2017,0,1,1,10
BS_42032205,02/01/2017,0,2,2,0
BS_27182893,02/01/2017,0,2,2,8
BS_26656877,02/01/2017,0,1,1,4
BS_32099991,02/01/2017,0,1,1,10
BS_8000665,02/01/2017,0,1,1,7
BS_1092842,02/01/2017,0,1,1,4
BS_26025140,02/01/2017,0,2,2,20
BS_26654284,02/01/2017,1,1,5,43.85
BS_7787067,02/01/2017,0,1,1,7
BS_42106889,02/01/2017,0,1,1,4
BS_26026506,02/01/2017,0,2,2,14
BS_23298934,02/01/2017,0,1,1,7
BS_42107215,02/01/2017,0,1,1,10
BS_23291319,02/01/2017,0,1,1,7
BS_3678506,02/01/2017,0,1,5,256
BS_4085856,02/01/2017,0,1,1,7
BS_33361418,02/01/2017,0,1,1,4
BS_34002132,02/01/2017,0,1,1,10
BS_41082312,02/01/2017,1,1,5,43.85
BS_7733467,02/01/2017,0,1,1,4
BS_29649545,02/01/2017,0,1,1,4
BS_3553715,02/01/2017,0,1,5,50
BS_23307270,02/01/2017,0,1,1,7
BS_3595165,02/01/2017,1,1,5,43.85
BS_23300965,02/01/2017,1,1,3,18.417
BS_42112062,02/01/2017,0,1,1,10
BS_4065086,02/01/2017,0,1,1,4
BS_33983665,02/01/2017,0,1,1,10
BS_22021989,02/01/2017,0,2,2,8
BS_34551108,02/01/2017,0,3,7,70
BS_31126335,02/01/2017,0,1,5,50
BS_4029328,02/01/2017,1,1,2,7.016
BS_3414429,02/01/2017,1,1,2,0
BS_34655564,02/01/2017,0,1,1,10
BS_32451813,02/01/2017,0,1,1,10
BS_9264177,02/01/2017,0,1,1,4
BS_28614759,02/01/2017,0,1,5,50
BS_23289276,02/01/2017,0,1,1,7
BS_29632935,02/01/2017,0,1,1,4
BS_27189492,02/01/2017,0,2,2,8
BS_15714901,02/01/2017,0,1,1,0
BS_41819984,02/01/2017,0,1,1,10
BS_36211460,02/01/2017,1,1,1,8.77
BS_28004519,02/01/2017,0,1,1,4
BS_25590088,02/01/2017,0,1,1,7
BS_42105865,02/01/2017,0,1,1,10
BS_9270891,02/01/2017,0,1,1,0
BS_20997010,02/01/2017,0,1,1,14
BS_26267265,02/01/2017,0,2,2,14
BS_42318416,02/01/2017,0,1,5,50
BS_23305114,02/01/2017,0,1,1,7
BS_41078083,02/01/2017,1,1,2,17.54
BS_3746561,02/01/2017,0,1,5,75
BS_19500516,02/01/2017,0,1,1,3
BS_13804085,02/01/2017,0,1,5,50
BS_3841480,02/01/2017,0,1,1,0
BS_25556512,02/01/2017,0,1,5,100
BS_27991285,02/01/2017,0,2,2,8
BS_35185140,02/01/2017,0,1,1,10
BS_25703169,02/01/2017,0,1,1,10
BS_41725124,02/01/2017,0,2,2,20
BS_41727085,02/01/2017,0,2,2,20
BS_39467453,02/01/2017,0,3,3,30
BS_7966751,02/01/2017,1,1,2,7.016
BS_3895060,02/01/2017,0,1,5,75
BS_31324931,02/01/2017,0,1,1,4
BS_3584577,02/01/2017,0,1,5,45
BS_17982013,02/01/2017,0,1,5,66.2
BS_27553828,02/01/2017,0,1,1,4
BS_3524616,02/01/2017,0,1,1,7
BS_20993334,02/01/2017,0,1,1,14
BS_39866452,02/01/2017,0,1,1,10
BS_42066146,02/01/2017,0,1,1,10
BS_35137881,02/01/2017,0,1,1,10
BS_36167869,02/01/2017,0,1,1,10
BS_35407652,02/01/2017,1,1,2,17.54
BS_12417414,02/01/2017,0,1,5,45
BS_20988132,02/01/2017,0,1,1,4
BS_490109,02/01/2017,0,1,5,53.7
BS_3554617,02/01/2017,0,1,1,7
BS_18038106,02/01/2017,0,1,5,66.2
BS_22785799,02/01/2017,0,2,2,14
BS_20990083,02/01/2017,0,1,1,4
BS_41070637,02/01/2017,0,1,1,10
BS_41753362,02/01/2017,0,3,3,30
BS_32253474,02/01/2017,0,1,1,10
BS_42287737,02/01/2017,0,1,1,10
BS_42086868,02/01/2017,0,2,6,60
BS_17994815,02/01/2017,0,1,1,0
BS_39952966,02/01/2017,0,1,1,10
BS_26271031,02/01/2017,0,1,1,4
BS_39432493,02/01/2017,0,1,1,10
BS_3452820,02/01/2017,0,2,2,8
BS_21029250,02/01/2017,0,1,1,7
BS_41703723,02/01/2017,0,1,5,50
BS_14019902,02/01/2017,0,1,1,0
BS_41686266,02/01/2017,0,1,1,10
BS_20995910,02/01/2017,0,1,1,4
BS_35979600,02/01/2017,0,1,1,4
BS_3593560,02/01/2017,0,1,1,7
BS_41730963,02/01/2017,0,1,1,10
BS_3708593,02/01/2017,0,1,1,7
BS_42138867,02/01/2017,0,1,1,0
BS_23187284,02/01/2017,0,1,5,75
BS_3840204,02/01/2017,0,1,5,50
BS_42117776,02/01/2017,1,1,1,8.77
BS_15658464,02/01/2017,0,1,1,4
BS_18194650,02/01/2017,0,1,1,3
BS_36192162,02/01/2017,1,1,1,8.77
BS_23266876,02/01/2017,0,1,5,0
BS_36585091,02/01/2017,0,1,5,50
BS_41080341,02/01/2017,1,1,2,17.54
BS_35986595,02/01/2017,0,1,1,0
BS_34311372,02/01/2017,0,1,1,10
BS_23202721,02/01/2017,0,1,1,4
BS_39826531,02/01/2017,0,1,1,10
BS_42106922,02/01/2017,0,1,1,10
BS_19925162,02/01/2017,0,1,1,3
BS_34177775,02/01/2017,1,1,1,0
BS_3683194,02/01/2017,0,2,2,8
BS_28003202,02/01/2017,0,2,2,8
BS_534923,02/01/2017,0,1,1,3
BS_39479627,02/01/2017,1,1,1,8.77
BS_19501164,02/01/2017,0,2,2,6
BS_7552498,02/01/2017,0,1,1,7
BS_3860752,02/01/2017,0,1,5,75
BS_20359487,02/01/2017,0,1,5,75
BS_41750637,02/01/2017,0,2,2,0
BS_18236054,02/01/2017,0,3,3,9
BS_4013450,02/01/2017,0,1,1,7
BS_25588474,02/01/2017,0,2,2,14
BS_34340533,02/01/2017,0,1,1,10
BS_33040529,02/01/2017,0,1,5,0
BS_42052619,02/01/2017,0,1,1,10
BS_42291692,02/01/2017,0,1,1,10
BS_39476368,02/01/2017,0,1,1,10
BS_35786085,02/01/2017,0,1,1,10
BS_41774546,02/01/2017,0,1,1,10
BS_3559984,02/01/2017,1,3,3,10.524
BS_3479181,02/01/2017,1,1,1,6.139
BS_16913713,02/01/2017,0,1,1,4
BS_39148313,02/01/2017,0,1,1,10
BS_42138029,02/01/2017,0,1,1,10
BS_915471,02/01/2017,1,1,1,0
BS_22761594,02/01/2017,1,1,1,3.508
BS_25712155,02/01/2017,0,2,2,8
BS_18033260,02/01/2017,0,1,1,0
BS_3738515,02/01/2017,0,1,1,4
BS_25075472,02/01/2017,0,1,1,10
BS_23249379,02/01/2017,0,1,1,7
BS_20395733,02/01/2017,0,1,1,0
BS_23190079,02/01/2017,0,1,1,7
BS_15055820,02/01/2017,0,1,1,4
BS_42161718,02/01/2017,0,2,2,20
BS_41812513,02/01/2017,0,1,5,50
BS_25587722,02/01/2017,0,1,5,50
BS_23270764,02/01/2017,1,1,1,6.139
BS_34630766,02/01/2017,0,1,1,10
BS_32539085,02/01/2017,0,1,5,0
BS_36184469,02/01/2017,0,1,1,10
BS_27188483,02/01/2017,0,1,5,50
BS_26428485,02/01/2017,0,2,2,14
BS_42130930,02/01/2017,0,2,10,0
BS_29653181,02/01/2017,0,1,5,50
BS_23291914,02/01/2017,0,1,5,75
BS_39791631,02/01/2017,0,1,1,10
BS_20361953,02/01/2017,0,1,1,7
BS_22759063,02/01/2017,0,1,5,50
BS_34712112,02/01/2017,0,1,1,10
BS_41797035,02/01/2017,0,1,1,10
BS_42046568,02/01/2017,0,1,1,10
BS_39794461,02/01/2017,0,1,1,0
BS_3737270,02/01/2017,0,1,1,7
BS_27557983,02/01/2017,0,2,2,8
BS_23259212,02/01/2017,0,1,5,75
BS_22644233,02/01/2017,0,1,5,45
BS_25593511,02/01/2017,0,2,2,8
BS_41804236,02/01/2017,0,4,4,0
BS_29657167,02/01/2017,0,2,2,8
BS_23275373,02/01/2017,0,1,1,7
BS_33230546,02/01/2017,0,1,1,10
BS_17245151,02/01/2017,0,1,1,4
BS_42031467,02/01/2017,1,1,1,8.77
BS_33952588,02/01/2017,0,1,1,10
BS_25583953,02/01/2017,0,2,2,14
BS_34017300,02/01/2017,0,1,1,10
BS_26028820,02/01/2017,0,1,1,7
BS_20356253,02/01/2017,1,1,1,3.508
BS_39836728,02/01/2017,0,1,1,10
BS_34387394,02/01/2017,0,1,1,10
BS_41813270,02/01/2017,0,1,1,10
BS_22760926,02/01/2017,0,2,2,14
BS_4061988,02/01/2017,0,1,1,4
BS_42064870,03/01/2017,0,1,5,50
BS_33922521,03/01/2017,0,2,2,20
BS_41727037,03/01/2017,0,1,1,0
BS_3693553,03/01/2017,0,2,6,49
BS_4178858,03/01/2017,0,1,1,4
BS_42295045,03/01/2017,0,1,1,0
BS_42107186,03/01/2017,0,1,1,10
BS_19542964,03/01/2017,0,1,1,0
BS_41777717,03/01/2017,0,1,1,4
BS_36211179,03/01/2017,0,1,1,10
BS_16942612,03/01/2017,0,1,1,7
BS_39357891,03/01/2017,0,2,2,20
BS_42057089,03/01/2017,0,2,2,20
BS_31125025,03/01/2017,0,1,1,10
BS_19130363,03/01/2017,0,1,1,4
BS_27192268,03/01/2017,0,1,1,4
BS_26658117,03/01/2017,0,1,5,50
BS_20990325,03/01/2017,0,1,5,50
BS_42063217,03/01/2017,0,1,1,10
BS_42276145,03/01/2017,1,1,2,17.54
BS_42105350,03/01/2017,0,1,1,0
BS_39920406,03/01/2017,0,1,1,10
BS_41712412,03/01/2017,0,2,2,20
BS_7760096,03/01/2017,0,1,1,7
BS_19768482,03/01/2017,0,1,1,4
BS_17984919,03/01/2017,0,1,5,75
BS_42136672,03/01/2017,0,1,1,0
BS_13300022,03/01/2017,0,1,5,75
BS_3633011,03/01/2017,0,1,1,4
BS_20987316,03/01/2017,0,1,1,4
BS_7790959,03/01/2017,0,3,3,21
BS_36717096,03/01/2017,0,1,1,10
BS_4069191,03/01/2017,0,1,1,4
BS_25717617,03/01/2017,0,2,2,14
BS_42162838,03/01/2017,0,1,1,10
BS_39861992,03/01/2017,0,1,1,10
BS_3920736,03/01/2017,0,1,1,7
BS_23235011,03/01/2017,0,1,1,7
