CODE_CONTRAT,DATE_RECHARGE,TYPE_REFILL,NBR_RECHARGE,MONTANT_RECHARGE,MONTANT_BONUS_RECHARGE
BS_31270963,23/01/2017,0,1,1,10
BS_23184506,23/01/2017,0,1,5,50
BS_23921792,23/01/2017,0,1,1,0
BS_29893784,23/01/2017,0,1,1,4
BS_35632978,23/01/2017,0,1,1,10
BS_3400887,23/01/2017,1,1,1,0
BS_42057634,23/01/2017,0,1,1,10
BS_4019475,23/01/2017,0,1,1,7
BS_23292390,23/01/2017,0,1,1,7
BS_42317965,23/01/2017,0,1,1,10
BS_26440373,23/01/2017,0,1,1,4
BS_29003889,23/01/2017,0,1,1,4
BS_25702464,23/01/2017,1,1,5,43.85
BS_35667856,23/01/2017,0,1,1,10
BS_7972168,23/01/2017,0,1,1,7
BS_3714664,23/01/2017,0,1,1,7
BS_29016141,23/01/2017,0,1,1,4
BS_42154482,23/01/2017,0,2,10,100
BS_32253262,23/01/2017,0,1,1,10
BS_17994815,23/01/2017,0,2,2,0
BS_25700907,23/01/2017,1,1,1,6.139
BS_41715708,23/01/2017,0,1,1,10
BS_41754783,23/01/2017,0,1,5,50
BS_20997686,23/01/2017,0,1,1,4
BS_39823528,23/01/2017,0,1,1,10
BS_4002519,23/01/2017,0,1,1,0
BS_20993047,23/01/2017,0,1,5,150
BS_32249400,23/01/2017,0,1,1,10
BS_20991166,23/01/2017,0,1,5,150
BS_42039855,23/01/2017,0,1,1,10
BS_42121994,23/01/2017,0,1,1,10
BS_5281833,23/01/2017,0,1,5,45
BS_26018230,23/01/2017,0,1,1,4
BS_40157834,23/01/2017,0,1,1,10
BS_3555974,23/01/2017,1,1,1,0
BS_27553265,23/01/2017,0,1,1,4
BS_36184994,23/01/2017,0,1,5,0
BS_42287815,23/01/2017,0,1,1,10
BS_40606039,23/01/2017,0,1,1,10
BS_13750720,23/01/2017,0,1,1,0
BS_42313741,23/01/2017,0,1,1,10
BS_40076711,23/01/2017,0,1,1,10
BS_42342242,23/01/2017,0,1,5,50
BS_26297551,23/01/2017,0,2,6,49
BS_3688621,23/01/2017,0,1,1,7
BS_41777366,23/01/2017,0,1,1,10
BS_39874646,23/01/2017,0,2,2,20
BS_42363486,23/01/2017,1,1,6,0
BS_3849786,23/01/2017,1,1,2,7.016
BS_36259320,23/01/2017,1,1,2,17.54
BS_31270031,23/01/2017,0,2,2,8
BS_41770086,23/01/2017,0,2,2,20
BS_19545445,23/01/2017,0,1,1,0
BS_25115836,23/01/2017,0,1,1,4
BS_16941228,23/01/2017,0,1,1,7
BS_42057514,23/01/2017,1,1,1,8.77
BS_3482454,23/01/2017,0,1,1,7
BS_4108745,23/01/2017,0,1,1,7
BS_18040849,23/01/2017,0,1,5,75
BS_1135481,23/01/2017,0,1,1,4
BS_9279942,23/01/2017,0,1,1,7
BS_40981615,23/01/2017,0,1,1,10
BS_31271029,23/01/2017,0,1,1,4
BS_19920137,23/01/2017,0,1,1,3
BS_34523971,23/01/2017,0,1,1,10
BS_31376851,23/01/2017,0,1,1,4
BS_40006500,23/01/2017,0,1,1,10
BS_41069012,23/01/2017,0,1,1,0
BS_36723092,23/01/2017,0,1,1,10
BS_4277287,23/01/2017,0,1,5,50
BS_1724244,23/01/2017,0,1,1,4
BS_42308725,23/01/2017,0,1,1,10
BS_39167642,23/01/2017,0,1,1,10
BS_41729106,23/01/2017,0,2,6,60
BS_42360417,23/01/2017,0,3,3,30
BS_23229368,23/01/2017,0,2,2,0
BS_35862024,23/01/2017,0,1,1,10
BS_3457545,23/01/2017,0,1,5,45
BS_40043752,23/01/2017,1,1,1,8.77
BS_17256183,23/01/2017,1,1,5,39.465
BS_35234901,23/01/2017,0,1,1,10
BS_3835665,23/01/2017,0,1,1,0
BS_3490728,23/01/2017,0,2,2,8
BS_4124076,23/01/2017,0,1,1,0
BS_3603417,23/01/2017,0,1,1,7
BS_26274929,23/01/2017,0,1,1,7
BS_27967207,23/01/2017,0,1,1,4
BS_27186622,23/01/2017,0,2,2,8
BS_36735440,23/01/2017,0,1,1,10
BS_39834194,23/01/2017,0,1,5,50
BS_39160092,23/01/2017,1,1,1,3.508
BS_39808847,23/01/2017,1,1,1,8.77
BS_39943661,23/01/2017,0,1,1,10
BS_14019902,23/01/2017,0,2,2,0
BS_3895454,23/01/2017,0,1,1,7
BS_3636244,23/01/2017,0,1,5,45
BS_33530284,23/01/2017,0,2,10,100
BS_39430031,23/01/2017,0,1,1,10
BS_23256865,23/01/2017,0,1,1,7
BS_42320710,23/01/2017,0,1,1,0
BS_20351301,23/01/2017,0,1,5,100
BS_21006020,23/01/2017,0,2,6,164
BS_42117878,23/01/2017,0,1,10,100
BS_29067044,23/01/2017,0,1,1,4
BS_23197347,23/01/2017,0,1,5,75
BS_42364746,23/01/2017,0,2,2,20
BS_41066016,23/01/2017,0,1,1,0
BS_8348777,23/01/2017,0,1,1,4
BS_22785384,23/01/2017,0,1,5,75
BS_42146130,23/01/2017,0,1,5,50
BS_40795354,23/01/2017,0,1,1,10
BS_33967457,23/01/2017,0,1,1,10
BS_7841377,23/01/2017,0,1,5,45
BS_29625377,23/01/2017,0,1,1,10
BS_7790934,23/01/2017,0,1,1,4
BS_16944481,23/01/2017,0,1,5,75
BS_41795469,23/01/2017,0,1,1,10
BS_3795366,23/01/2017,0,1,1,4
BS_27959101,23/01/2017,0,1,1,4
BS_26284554,23/01/2017,0,1,5,50
BS_12411167,23/01/2017,0,1,1,7
BS_41763118,23/01/2017,0,1,1,10
BS_41042850,23/01/2017,0,1,1,0
BS_36224505,23/01/2017,0,1,1,10
BS_34371340,23/01/2017,0,1,1,4
BS_41072038,23/01/2017,0,1,1,10
BS_3789130,23/01/2017,0,1,1,4
BS_32452413,23/01/2017,0,1,5,50
BS_41731232,23/01/2017,0,1,1,10
BS_3504682,23/01/2017,1,1,1,6.139
BS_26030510,23/01/2017,0,1,1,7
BS_42309663,23/01/2017,0,1,1,10
BS_42160956,23/01/2017,0,1,1,0
BS_40543255,23/01/2017,0,1,1,10
BS_28003601,23/01/2017,0,1,1,4
BS_41735185,23/01/2017,0,1,1,10
BS_27552332,23/01/2017,0,1,1,4
BS_4137048,23/01/2017,0,1,1,4
BS_25709866,23/01/2017,0,1,1,7
BS_39818926,23/01/2017,0,1,5,50
BS_4110271,23/01/2017,0,1,1,4
BS_42376145,23/01/2017,0,1,5,0
BS_1953133,23/01/2017,0,1,5,66.2
BS_25083386,23/01/2017,0,1,1,4
BS_3517086,23/01/2017,0,2,6,66.2
BS_39476418,23/01/2017,1,1,1,0
BS_4116297,23/01/2017,0,1,1,4
BS_25564754,23/01/2017,0,1,1,7
BS_33205347,23/01/2017,0,1,1,10
BS_27185130,23/01/2017,0,1,1,4
BS_17987285,23/01/2017,0,1,5,59.8
BS_39808847,23/01/2017,0,1,1,10
BS_7810971,23/01/2017,0,1,1,7
BS_4051526,23/01/2017,0,1,1,4
BS_29625124,23/01/2017,0,1,1,4
BS_32596621,23/01/2017,1,1,1,6.139
BS_7788071,23/01/2017,0,1,5,75
BS_42138867,23/01/2017,0,1,1,0
BS_20996463,23/01/2017,0,1,1,4
BS_22781476,23/01/2017,0,4,4,28
BS_28626005,23/01/2017,0,1,1,4
BS_41748189,23/01/2017,0,1,5,0
BS_3725364,23/01/2017,0,1,1,0
BS_42280252,23/01/2017,0,1,1,10
BS_25587319,23/01/2017,0,1,1,7
BS_29190085,23/01/2017,1,1,2,7.016
BS_23298338,23/01/2017,0,1,5,50
BS_41761295,23/01/2017,0,1,1,10
BS_18153534,23/01/2017,1,2,7.5,53.392
BS_26441638,23/01/2017,0,1,1,4
BS_33892511,23/01/2017,0,1,5,50
BS_36380937,23/01/2017,0,1,5,50
BS_23266832,23/01/2017,0,1,1,7
BS_5376645,23/01/2017,0,1,1,4
BS_22757739,23/01/2017,0,1,1,4
BS_41034984,23/01/2017,0,1,5,50
BS_22781601,23/01/2017,0,1,1,7
BS_3530120,23/01/2017,0,1,1,7
BS_42335528,23/01/2017,0,1,1,0
BS_41783515,23/01/2017,0,1,1,10
BS_17265413,23/01/2017,0,1,1,4
BS_41777708,23/01/2017,0,1,1,10
BS_40107665,23/01/2017,0,1,1,10
BS_26657790,23/01/2017,0,1,5,50
BS_27188410,23/01/2017,0,1,1,4
BS_4281551,23/01/2017,0,1,5,50
BS_3732621,23/01/2017,0,1,1,0
BS_23942223,23/01/2017,0,1,5,0
BS_42079983,23/01/2017,0,1,1,10
BS_26284224,23/01/2017,0,1,1,4
BS_23194784,23/01/2017,0,1,5,75
BS_42391506,23/01/2017,0,5,25,250
BS_42278525,23/01/2017,0,1,1,10
BS_39808337,23/01/2017,0,1,1,10
BS_29122922,23/01/2017,0,1,1,4
BS_3660642,23/01/2017,0,2,2,0
BS_42386084,23/01/2017,0,1,1,10
BS_19542964,23/01/2017,0,1,1,0
BS_42318990,23/01/2017,0,1,1,10
BS_41725124,23/01/2017,0,1,1,10
BS_41824289,23/01/2017,0,1,1,4
BS_23231445,23/01/2017,0,1,1,7
BS_8345626,23/01/2017,0,1,1,4
BS_31513402,23/01/2017,0,1,1,10
BS_4093221,23/01/2017,0,1,5,50
BS_40157866,23/01/2017,0,1,1,10
BS_4119959,23/01/2017,0,1,1,7
BS_3926540,23/01/2017,0,1,1,7
BS_3570978,23/01/2017,0,1,1,7
BS_23895388,23/01/2017,0,1,1,0
BS_3532220,23/01/2017,0,1,1,7
BS_3510852,23/01/2017,0,1,1,7
BS_23185974,23/01/2017,1,1,1,6.139
BS_32452904,23/01/2017,0,1,5,50
BS_23182621,23/01/2017,0,1,1,7
BS_42162985,23/01/2017,0,2,2,20
BS_25555241,23/01/2017,0,1,1,7
BS_20365311,23/01/2017,0,1,1,4
BS_20986216,23/01/2017,0,1,1,4
BS_33551319,23/01/2017,0,1,5,0
BS_42138149,23/01/2017,0,1,1,10
BS_41777932,23/01/2017,1,1,1,8.77
BS_3678013,23/01/2017,0,1,5,45
BS_41812925,23/01/2017,0,1,1,10
BS_40156037,23/01/2017,0,1,1,10
BS_37139126,23/01/2017,0,1,1,10
BS_42326623,23/01/2017,0,1,1,0
BS_29676565,23/01/2017,0,1,1,4
BS_42391750,23/01/2017,0,1,5,50
BS_33482706,23/01/2017,0,1,1,10
BS_3931585,23/01/2017,0,1,5,45
BS_29714845,23/01/2017,0,1,5,50
BS_31225523,23/01/2017,0,1,1,4
BS_42390973,23/01/2017,0,1,1,10
BS_26265066,23/01/2017,0,1,5,75
BS_31272563,23/01/2017,0,1,10,100
BS_42101581,23/01/2017,0,1,1,4
BS_3589804,23/01/2017,0,1,1,0
BS_34934301,23/01/2017,0,1,1,10
BS_39855259,23/01/2017,0,1,1,10
BS_15652290,23/01/2017,1,1,5,39.465
BS_29700668,23/01/2017,0,1,1,4
BS_25559751,23/01/2017,0,1,1,7
BS_39430515,23/01/2017,0,1,1,10
BS_35635214,23/01/2017,0,1,1,10
BS_26272783,24/01/2017,0,1,1,7
BS_20987302,24/01/2017,0,1,1,4
BS_13613460,24/01/2017,0,1,5,45
BS_26273684,24/01/2017,0,1,1,7
BS_19542964,24/01/2017,0,1,1,0
BS_17252876,24/01/2017,0,1,5,45
BS_35137592,24/01/2017,0,1,1,10
BS_39162240,24/01/2017,0,1,5,0
BS_4265832,24/01/2017,0,1,5,66.2
BS_33482706,24/01/2017,0,1,1,10
BS_18049508,24/01/2017,0,1,5,66.2
BS_27957340,24/01/2017,0,1,5,50
BS_34717807,24/01/2017,0,1,1,10
BS_42378734,24/01/2017,0,2,2,20
BS_31850835,24/01/2017,0,1,1,10
BS_26662985,24/01/2017,0,1,1,10
BS_19577084,24/01/2017,0,1,1,3
BS_26296869,24/01/2017,0,1,1,4
BS_31375921,24/01/2017,0,1,5,50
BS_32397111,24/01/2017,0,1,1,10
BS_42047329,24/01/2017,0,1,1,10
BS_27965240,24/01/2017,0,1,1,4
BS_26440119,24/01/2017,0,1,1,7
BS_41074992,24/01/2017,0,1,1,10
BS_19131410,24/01/2017,0,1,1,4
BS_35667856,24/01/2017,0,1,1,10
BS_41748886,24/01/2017,0,1,1,0
BS_22778212,24/01/2017,0,1,5,75
BS_42301681,24/01/2017,0,1,1,10
BS_25556662,24/01/2017,0,2,2,14
BS_18170407,24/01/2017,0,2,2,0
BS_7552989,24/01/2017,0,2,2,14
BS_3671575,24/01/2017,0,1,5,59.8
BS_42303333,24/01/2017,0,1,1,10
BS_4048412,24/01/2017,0,1,1,7
BS_42358882,24/01/2017,0,1,1,0
BS_23183605,24/01/2017,1,1,5,87.7
BS_23206086,24/01/2017,0,1,1,4
BS_32450949,24/01/2017,0,1,1,10
BS_29160728,24/01/2017,0,1,1,0
BS_13469947,24/01/2017,0,1,1,7
BS_3570978,24/01/2017,0,1,1,7
BS_3472145,24/01/2017,0,1,1,0
BS_42082339,24/01/2017,0,1,1,10
BS_3892071,24/01/2017,0,1,1,7
BS_19573313,24/01/2017,0,2,2,6
BS_36175541,24/01/2017,0,1,1,10
BS_31267180,24/01/2017,0,1,1,4
BS_3979698,24/01/2017,0,1,1,0
BS_29675801,24/01/2017,0,1,1,4
BS_42136253,24/01/2017,0,1,1,10
BS_42146307,24/01/2017,0,1,1,10
BS_3839383,24/01/2017,0,1,1,0
BS_18026895,24/01/2017,0,1,1,7
BS_3505585,24/01/2017,0,1,1,4
BS_3636102,24/01/2017,1,1,1,0
BS_41729184,24/01/2017,0,1,5,50
BS_40732124,24/01/2017,0,1,1,10
BS_41754572,24/01/2017,0,1,1,10
BS_13308117,24/01/2017,0,1,5,75
BS_27182893,24/01/2017,0,1,1,4
BS_3810810,24/01/2017,0,1,1,7
BS_35345185,24/01/2017,0,5,25,250
BS_26283850,24/01/2017,0,4,4,16
BS_34186669,24/01/2017,0,1,1,10
BS_36734288,24/01/2017,0,2,2,20
BS_42170362,24/01/2017,0,1,1,10
BS_42358881,24/01/2017,0,1,1,0
BS_34392858,24/01/2017,0,1,1,10
BS_42345208,24/01/2017,0,1,1,10
BS_39099350,24/01/2017,0,1,1,10
BS_3711251,24/01/2017,0,1,1,4
BS_20398494,24/01/2017,1,1,1,6.139
BS_25561153,24/01/2017,0,1,5,50
BS_42079983,24/01/2017,0,1,1,10
BS_39817163,24/01/2017,0,1,1,10
BS_35359028,24/01/2017,0,1,1,10
BS_33001452,24/01/2017,0,1,1,0
BS_3666815,24/01/2017,0,1,5,66.2
BS_42392419,24/01/2017,0,1,5,50
BS_42293376,24/01/2017,0,1,1,10
BS_3605769,24/01/2017,0,1,1,7
BS_39430515,24/01/2017,0,1,1,10
BS_3585246,24/01/2017,0,1,5,75
BS_7951816,24/01/2017,0,1,1,7
BS_20995834,24/01/2017,0,1,1,14
BS_35987756,24/01/2017,0,1,1,0
BS_32403581,24/01/2017,0,1,1,10
BS_15068962,24/01/2017,0,1,1,4
BS_25234819,24/01/2017,1,2,5,3.508
BS_41823955,24/01/2017,0,1,1,10
BS_25591418,24/01/2017,0,1,1,7
BS_29112766,24/01/2017,0,1,5,50
BS_40142114,24/01/2017,0,1,5,50
BS_31076989,24/01/2017,0,1,1,4
BS_3919236,24/01/2017,0,1,1,4
BS_36730535,24/01/2017,0,1,1,0
BS_5280410,24/01/2017,0,1,1,4
BS_41746368,24/01/2017,0,1,1,10
BS_27200922,24/01/2017,0,2,2,8
BS_23191033,24/01/2017,0,1,1,4
BS_23289602,24/01/2017,0,1,1,7
BS_29174679,24/01/2017,0,1,1,4
BS_22021989,24/01/2017,0,1,5,50
BS_39388792,24/01/2017,0,1,1,10
BS_39356368,24/01/2017,0,2,2,20
BS_7794393,24/01/2017,0,1,5,66.2
BS_42144896,24/01/2017,0,1,1,0
BS_31367472,24/01/2017,0,1,1,4
BS_3765196,24/01/2017,0,1,1,10
BS_20995621,24/01/2017,0,1,1,4
BS_33535570,24/01/2017,0,2,10,100
BS_29703871,24/01/2017,0,1,1,10
BS_36253288,24/01/2017,1,1,1,8.77
BS_4046492,24/01/2017,0,1,5,45
BS_42389212,24/01/2017,0,2,2,20
BS_3718736,24/01/2017,0,3,15,168.6
BS_23875528,24/01/2017,0,1,1,0
BS_20996731,24/01/2017,0,1,1,14
BS_15788192,24/01/2017,0,1,1,4
BS_25703972,24/01/2017,0,1,1,7
BS_31067360,24/01/2017,0,1,1,4
BS_19131605,24/01/2017,0,1,1,7
BS_23263906,24/01/2017,0,1,5,50
BS_26267124,24/01/2017,0,2,2,8
BS_34802578,24/01/2017,0,1,1,10
BS_20395662,24/01/2017,0,1,5,75
BS_20364434,24/01/2017,0,1,1,7
BS_23229368,24/01/2017,1,1,1,0
BS_42158614,24/01/2017,0,2,2,20
BS_8074719,24/01/2017,0,1,5,75
BS_3468835,24/01/2017,0,1,1,7
BS_33040957,24/01/2017,0,1,1,10
BS_41797440,24/01/2017,0,2,2,20
BS_3998989,24/01/2017,0,1,5,45
BS_4061553,24/01/2017,0,1,5,66.2
BS_26015745,24/01/2017,0,1,1,4
BS_29031062,24/01/2017,0,1,5,50
BS_1594711,24/01/2017,0,1,1,4
BS_42110840,24/01/2017,0,1,1,10
BS_22757739,24/01/2017,0,1,1,4
BS_42291025,24/01/2017,0,1,1,10
BS_36167687,24/01/2017,0,2,2,20
BS_31785886,24/01/2017,0,1,1,10
BS_25720176,24/01/2017,0,2,10,150
BS_3569332,24/01/2017,0,1,5,75
BS_25078371,24/01/2017,0,1,1,4
BS_36738820,24/01/2017,0,1,1,10
BS_3843475,24/01/2017,0,1,1,0
BS_22020929,24/01/2017,0,1,1,7
BS_20364391,24/01/2017,0,1,1,7
BS_5573136,24/01/2017,0,1,1,0
BS_18207446,24/01/2017,0,1,1,0
BS_9236277,24/01/2017,1,1,2,0
BS_21002179,24/01/2017,0,1,1,4
BS_34725511,24/01/2017,0,1,1,0
BS_27551866,24/01/2017,0,1,5,50
BS_20987706,24/01/2017,0,1,1,4
BS_29664485,24/01/2017,0,4,4,16
BS_42063592,24/01/2017,0,1,5,50
BS_41741395,24/01/2017,0,1,5,50
BS_19759774,24/01/2017,0,1,1,4
BS_29415784,24/01/2017,0,2,2,20
BS_3523517,24/01/2017,0,1,5,0
BS_3767180,24/01/2017,0,1,1,7
BS_39879694,24/01/2017,0,2,2,20
BS_31852269,24/01/2017,0,1,1,10
BS_27184279,24/01/2017,0,1,1,4
BS_27556013,24/01/2017,0,1,1,4
BS_20359300,24/01/2017,1,1,5,39.465
BS_35862445,24/01/2017,0,1,1,10
BS_26012871,24/01/2017,0,1,1,4
BS_23294262,24/01/2017,0,2,2,14
BS_40162419,24/01/2017,0,10,30,300
BS_8356140,24/01/2017,0,1,1,0
BS_23298227,24/01/2017,0,1,1,7
BS_4020221,24/01/2017,0,1,1,7
BS_42182231,24/01/2017,0,1,5,50
BS_27958755,24/01/2017,0,1,1,4
BS_42279476,24/01/2017,0,1,1,10
BS_4243226,24/01/2017,0,1,1,7
BS_23274501,24/01/2017,1,1,5,43.85
BS_1445376,24/01/2017,0,1,1,0
BS_29644713,24/01/2017,0,1,1,4
BS_3782225,24/01/2017,0,1,1,10
BS_3710510,24/01/2017,0,1,5,50
BS_17996126,24/01/2017,0,2,2,14
BS_22013339,24/01/2017,0,1,1,4
BS_13562151,24/01/2017,0,1,1,7
BS_13748048,24/01/2017,0,1,1,4
BS_35187398,24/01/2017,0,1,1,10
BS_18039109,24/01/2017,0,1,1,7
BS_35133527,24/01/2017,0,1,1,10
BS_42313154,24/01/2017,0,1,1,10
BS_3724368,24/01/2017,0,1,1,4
BS_7846986,24/01/2017,0,1,1,7
BS_3943686,24/01/2017,0,1,5,0
BS_3764286,24/01/2017,0,1,1,7
BS_19545484,24/01/2017,0,2,2,0
BS_4074691,24/01/2017,0,1,1,4
BS_3592552,24/01/2017,0,1,1,7
BS_3454256,24/01/2017,0,1,1,7
BS_3820648,24/01/2017,0,1,1,7
BS_32450920,24/01/2017,0,1,5,50
BS_13306514,24/01/2017,0,1,1,7
BS_42058209,24/01/2017,0,1,1,0
BS_18128133,24/01/2017,0,1,1,0
BS_14538958,24/01/2017,0,1,1,7
BS_3720533,24/01/2017,0,1,1,4
BS_36244974,24/01/2017,0,1,1,10
BS_19128135,24/01/2017,0,1,1,4
BS_20359979,24/01/2017,0,1,1,4
BS_3723961,24/01/2017,0,1,1,7
BS_33125782,24/01/2017,1,1,1,8.77
BS_35361927,24/01/2017,0,1,5,56.2
BS_20994217,24/01/2017,0,1,1,4
BS_42148198,24/01/2017,0,1,1,10
BS_36743756,24/01/2017,0,1,1,10
BS_25707395,24/01/2017,0,1,1,4
BS_27182867,24/01/2017,0,1,1,4
BS_25706072,24/01/2017,0,1,1,4
BS_34179856,24/01/2017,1,1,1,0
BS_19572082,24/01/2017,0,1,1,3
BS_39818764,24/01/2017,0,1,1,10
BS_42295045,24/01/2017,0,1,1,0
BS_18153852,24/01/2017,0,1,1,0
BS_18034917,24/01/2017,1,1,2,7.016
BS_41735088,24/01/2017,0,1,1,10
BS_20399934,24/01/2017,0,1,1,4
BS_26655080,24/01/2017,0,1,1,10
BS_3843739,24/01/2017,0,1,1,0
BS_16722057,24/01/2017,0,1,1,0
BS_22779946,24/01/2017,0,1,1,7
BS_23291723,24/01/2017,0,1,1,7
BS_25117395,24/01/2017,0,1,1,4
BS_20990280,24/01/2017,0,1,1,4
BS_42395460,24/01/2017,1,1,5,43.85
BS_12403016,24/01/2017,0,1,1,0
BS_39866506,24/01/2017,0,1,1,0
BS_3529717,24/01/2017,0,1,1,7
BS_23185935,24/01/2017,0,2,2,8
BS_39164561,24/01/2017,0,2,2,20
BS_40108015,24/01/2017,0,1,1,10
BS_42284955,24/01/2017,0,2,2,20
BS_25556815,24/01/2017,0,1,1,4
BS_20352351,24/01/2017,0,2,2,8
BS_23209802,24/01/2017,0,1,1,7
BS_27191257,24/01/2017,0,1,5,50
BS_7735099,24/01/2017,0,2,2,8
BS_42337817,24/01/2017,0,3,3,30
BS_20988749,24/01/2017,0,1,1,4
BS_7827743,24/01/2017,0,1,1,7
BS_42135811,24/01/2017,0,1,1,10
BS_14017965,24/01/2017,0,1,1,0
BS_27962741,24/01/2017,0,1,5,50
BS_7836942,24/01/2017,0,1,1,0
BS_42151198,24/01/2017,0,1,1,10
BS_40919484,24/01/2017,0,1,1,10
BS_31069179,24/01/2017,0,1,1,4
BS_25115567,24/01/2017,0,1,1,10
BS_39828069,24/01/2017,0,1,1,10
BS_42278587,24/01/2017,0,2,2,20
BS_4225196,24/01/2017,0,1,5,75
BS_3880065,24/01/2017,0,1,1,7
BS_3806650,24/01/2017,0,1,1,4
BS_15823881,24/01/2017,0,1,1,7
BS_40137467,24/01/2017,0,1,1,10
BS_41809779,24/01/2017,0,1,1,10
BS_36001859,24/01/2017,0,1,1,10
BS_23197347,24/01/2017,0,1,1,7
BS_34605111,24/01/2017,0,1,1,10
BS_39314222,24/01/2017,0,1,1,10
BS_3656593,24/01/2017,1,1,1,3.508
BS_42310706,24/01/2017,0,1,1,10
BS_42282461,24/01/2017,0,2,2,0
BS_17991127,24/01/2017,0,1,1,7
BS_39164939,24/01/2017,0,1,1,0
BS_19570805,24/01/2017,0,1,1,3
BS_29908655,24/01/2017,0,1,1,4
BS_3521884,24/01/2017,0,1,1,0
BS_41052937,24/01/2017,0,1,1,10
BS_20996471,24/01/2017,0,1,5,50
BS_40860406,24/01/2017,0,2,2,20
BS_39354010,24/01/2017,0,1,5,50
BS_23185938,24/01/2017,0,1,1,4
BS_35351978,24/01/2017,0,1,1,10
BS_4230369,24/01/2017,0,1,5,75
BS_39865091,25/01/2017,1,2,28,0
BS_36684235,25/01/2017,0,1,1,10
BS_39794507,25/01/2017,0,1,1,0
BS_5356011,25/01/2017,0,1,1,4
BS_41724672,25/01/2017,0,1,1,4
BS_20410853,25/01/2017,0,1,1,0
BS_39806645,25/01/2017,0,1,1,10
BS_23209802,25/01/2017,0,1,1,7
BS_27548857,25/01/2017,0,1,1,4
BS_41796433,25/01/2017,0,1,1,10
BS_4081649,25/01/2017,0,1,5,45
BS_20989161,25/01/2017,0,1,1,14
BS_25080357,25/01/2017,0,1,1,10
BS_1482450,25/01/2017,0,1,1,4
BS_41813270,25/01/2017,0,1,1,10
BS_13828894,25/01/2017,0,1,5,256
BS_32149231,25/01/2017,0,1,5,50
BS_3952940,25/01/2017,1,1,1,6.139
BS_41763509,25/01/2017,0,1,1,10
BS_23258270,25/01/2017,0,2,2,14
BS_12403914,25/01/2017,0,1,1,4
BS_32148456,25/01/2017,0,1,1,10
BS_36584108,25/01/2017,0,1,1,10
BS_7547870,25/01/2017,1,1,2,7.016
BS_39481245,25/01/2017,0,1,1,10
BS_26439276,25/01/2017,0,1,1,4
BS_8347514,25/01/2017,0,1,1,4
BS_26273153,25/01/2017,0,1,5,75
BS_16908392,25/01/2017,0,1,1,7
BS_41712112,25/01/2017,0,1,1,10
BS_26031439,25/01/2017,0,1,5,75
BS_26271031,25/01/2017,0,1,1,4
BS_35342690,25/01/2017,0,1,1,0
BS_41048763,25/01/2017,0,1,1,10
BS_23258766,25/01/2017,0,1,1,10
BS_3838569,25/01/2017,1,1,2,7.016
BS_27192190,25/01/2017,1,1,1,3.508
BS_42363968,25/01/2017,0,1,1,0
BS_14545949,25/01/2017,0,1,1,0
BS_41787608,25/01/2017,0,2,2,20
BS_41706506,25/01/2017,0,1,1,10
BS_39823248,25/01/2017,0,1,1,4
BS_13288242,25/01/2017,0,1,1,7
BS_35186745,25/01/2017,0,1,1,10
BS_41083007,25/01/2017,0,1,1,10
BS_3610546,25/01/2017,0,1,1,0
BS_33892511,25/01/2017,0,2,2,20
BS_36743863,25/01/2017,0,1,1,10
BS_39276455,25/01/2017,0,1,1,10
BS_39164475,25/01/2017,0,1,1,10
BS_22762395,25/01/2017,0,1,5,75
BS_36732564,25/01/2017,1,1,1,8.77
BS_39242713,25/01/2017,0,1,5,50
BS_25703603,25/01/2017,0,1,5,75
BS_23258728,25/01/2017,0,1,5,75
BS_25446971,25/01/2017,0,1,1,4
BS_34666923,25/01/2017,0,1,1,0
BS_22758249,25/01/2017,0,3,3,21
BS_1985869,25/01/2017,0,1,1,0
BS_41048644,25/01/2017,0,1,1,10
BS_41824712,25/01/2017,0,1,5,50
BS_23207325,25/01/2017,0,1,1,7
BS_36170303,25/01/2017,1,1,1,8.77
BS_33310187,25/01/2017,0,1,1,10
BS_32198408,25/01/2017,0,2,10,100
BS_3971123,25/01/2017,0,1,1,7
BS_32249400,25/01/2017,0,1,1,10
BS_3580523,25/01/2017,0,1,1,7
BS_34283041,25/01/2017,1,1,1.2,10.52
BS_3732909,25/01/2017,0,2,2,14
BS_22758798,25/01/2017,0,1,5,50
BS_42070800,25/01/2017,0,2,2,20
BS_42137972,25/01/2017,0,1,1,10
BS_3515140,25/01/2017,1,1,5,64.97
BS_22782219,25/01/2017,0,1,1,7
BS_922057,25/01/2017,0,1,1,3
BS_36191427,25/01/2017,0,1,1,10
BS_26030263,25/01/2017,0,1,1,10
BS_3887960,25/01/2017,0,1,5,75
BS_22784769,25/01/2017,0,1,5,75
BS_42291532,25/01/2017,1,1,3,26.31
BS_3820685,25/01/2017,0,1,1,0
BS_42099128,25/01/2017,0,1,1,10
BS_26268017,25/01/2017,0,1,1,7
BS_22024993,25/01/2017,0,1,1,4
BS_39853004,25/01/2017,0,1,1,0
BS_27963531,25/01/2017,0,1,1,4
BS_14531912,25/01/2017,0,1,1,0
BS_3756100,25/01/2017,0,1,1,7
BS_22019617,25/01/2017,0,1,1,4
BS_4180750,25/01/2017,0,1,1,0
BS_36185917,25/01/2017,0,1,1,10
BS_27019849,25/01/2017,0,1,5,45
BS_26025140,25/01/2017,0,1,5,100
BS_36728560,25/01/2017,0,1,1,10
BS_8237173,25/01/2017,0,2,2,0
